ID,Term,Type,Definition,Extended Notes,Examples,Domain,Sensitivity Level,Misinterpretations,Related Terms,Tags
71,Pseudonymization,Data & Research Method,A way of handling data where identifying information is replaced with artificial identifiers but can still be reconnected if needed.,Pseudonymization replaces identifying information with substitutes while still allowing data to be re-linked if needed. This makes it useful for analysis while offering less protection than full anonymization.,Separating identifying data from response data; allowing access to past results without exposing identities.,"Data, Privacy & Measurement",General,Pseudonymized data is fully anonymous; pseudonymization offers no privacy protection; pseudonymization and anonymization are interchangeable.,Anonymization; Privacy; Ethics,data-handling; privacy; research
72,Rejection Sensitivity,Trait & Disposition,"Rejection Sensitivity describes a heightened tendency to anticipate, perceive, and react strongly to signs of rejection or emotional dismissal in relationships.","Rejection Sensitivity reflects how emotional cues are interpreted, particularly in situations involving closeness, feedback, or uncertainty. It often overlaps with Attachment Style and Communication Patterns in Relationships, where ambiguous signals can trigger disproportionate emotional responses. Within a relationship assessment platform, this pattern is identified through recurring reactions rather than isolated moments. Understanding rejection sensitivity supports self-awareness in relationships by clarifying how emotional expectations shape intimacy and conflict.",A neutral message delay is interpreted as loss of interest; Feedback during a disagreement feels like personal rejection; A personalized relationship insight highlights strong reactions to perceived emotional withdrawal,Emotional & Attachment Patterns,General,Rejection sensitivity is the same as low self-esteem; Rejection sensitivity means someone is overly dramatic; Rejection sensitivity cannot change over time,Attachment Style; Emotional Intimacy; Emotional Regulation; Communication Patterns,rejection-sensitivity; emotional-patterns; attachment-patterns; emotional-intimacy; relationship-insights; self-awareness
73,Relational Attunement,Practice & Skill,"Relational Attunement refers to the ability to notice, interpret, and respond appropriately to another person’s emotional signals within a relationship.","Relational Attunement describes how emotional awareness and responsiveness operate moment to moment between partners. It is closely linked to Emotional Intimacy and Communication Patterns in Relationships, as attuned interactions support emotional connection and repair. Within a relationship assessment platform, attunement is reflected in patterns of responsiveness, emotional timing, and sensitivity to shifts in mood or needs. The concept helps explain how emotional alignment develops beyond verbal communication alone.",One partner adjusts their tone after sensing emotional discomfort; A relationship insight highlights mismatched attunement during stressful conversations; Emotional cues are acknowledged before escalating into conflict,Relationship Dynamics & Intimacy,General,Relational attunement means mind-reading; Relational attunement requires perfect emotional awareness; Relational attunement removes the need for communication,Emotional Intimacy; Emotional Safety; Communication Patterns; Attachment Style,relational-attunement; emotional-awareness; communication-patterns; emotional-intimacy; relationship-insights; self-awareness
74,Relationship Satisfaction,Metric & Measurement,"Relationship Satisfaction refers to a person’s overall sense of fulfillment, contentment, and well-being within a relationship over time.","Relationship Satisfaction reflects how emotional needs, expectations, and lived experiences align rather than momentary happiness or absence of conflict. It is closely related to Emotional Intimacy and Satisfaction Baseline, as ongoing patterns shape how the relationship is experienced overall. Within a relationship assessment platform, relationship satisfaction is inferred from long-term trends in connection, communication, and emotional stability. The concept helps explain compatibility dynamics by distinguishing temporary challenges from sustained relational fulfillment.",A partner feels generally content despite occasional disagreements; A relationship report shows stable satisfaction across changing life stages; Emotional connection remains strong even during stressful periods,Relationship Dynamics & Intimacy,General,Relationship satisfaction means constant happiness; Relationship satisfaction eliminates conflict; Relationship satisfaction depends on one factor alone,Emotional Intimacy; Satisfaction Baseline; Relationship Stability; Compatibility Dynamics,relationship-satisfaction; emotional-intimacy; relationship-insights; compatibility-dynamics; emotional-needs; self-awareness
75,Reliability,Metric & Measurement,The degree to which a measurement or assessment produces consistent results under similar conditions.,Reliability refers to the consistency of results across time or conditions. A reliable measure produces similar outcomes when the underlying factors have not meaningfully changed.,Receiving similar results when retaking an assessment in a short time frame; consistent scoring across similar questions.,"Data, Privacy & Measurement",General,Reliable results are always accurate; reliability means results never change; reliability and validity mean the same thing.,Validity; Bias,measurement; consistency; research
76,Responsive Arousal,Pattern & Dynamic,"Responsive Arousal refers to sexual or intimate arousal that emerges in response to connection, stimulation, or context rather than appearing spontaneously.","Responsive Arousal describes a pattern where arousal follows emotional, relational, or physical cues instead of preceding them. It is closely related to Contextual Desire and Desire Trigger, as arousal often develops after feeling safe, connected, or engaged. Within a relationship assessment platform, responsive arousal is identified through patterns showing arousal increasing after interaction rather than initiating it. The concept helps explain compatibility dynamics by separating arousal timing from overall desire levels.",Arousal increases after affectionate touch or emotional closeness; Desire builds during intimacy rather than beforehand; A relationship report highlights differing arousal activation patterns between partners,Desire & Arousal,Sensitive,Responsive arousal means low sexual desire; Responsive arousal indicates lack of attraction; Responsive arousal is a dysfunction,Contextual Desire; Desire Trigger; Sexual Desire; Desire Fluctuation,responsive-arousal; sexual-desire; emotional-intimacy; relationship-dynamics; compatibility-dynamics; relationship-insights; self-awareness
77,Responsive Desire,Pattern & Dynamic,"A pattern of desire that emerges in response to emotional connection, touch, or context rather than appearing spontaneously.",Responsive desire often emerges in response to intimacy or stimulation rather than preceding it. It is a common and normal pattern and should not be treated as lesser than spontaneous desire.,Feeling desire after intimacy begins rather than before; wanting sex once emotional closeness is established; desire increasing with safety and connection.,Desire & Arousal,Sensitive,Desire should always come first; responsive desire means low interest in sex; responsive desire is abnormal.,Desire; Spontaneous Desire; Libido; Arousal,desire-patterns; context; sexuality
78,Ritual Intimacy,Practice & Skill,"Ritual Intimacy refers to repeated, intentional practices or shared moments that foster emotional or relational closeness within a relationship.","Ritual Intimacy describes how consistency and meaning combine to create a sense of connection over time. It is closely linked to Emotional Intimacy and Routine Comfort, as predictable rituals can support emotional safety and bonding. Within a relationship assessment platform, ritual intimacy is inferred from recurring shared behaviors that carry emotional significance. The concept helps explain compatibility dynamics by distinguishing intentional connection from spontaneity or intensity.",Partners share a nightly check-in conversation; A relationship report highlights weekly rituals that support closeness; Small repeated gestures create a sense of emotional continuity,Relationship Dynamics & Intimacy,General,Ritual intimacy means routine without emotion; Ritual intimacy replaces spontaneous connection; Ritual intimacy guarantees relationship satisfaction,Emotional Intimacy; Routine Comfort; Relational Attunement; Communication Patterns,ritual-intimacy; emotional-intimacy; relationship-patterns; routine-comfort; compatibility-dynamics; relationship-insights; self-awareness
79,Role Play,Practice & Skill,"Role Play refers to the use of imagined roles or scenarios to explore intimacy, desire, or connection within a consensual relational context.","Role Play describes a form of imaginative engagement rather than a specific behavior or outcome. It is closely related to Erotic Curiosity and Fantasy Comfort, as comfort with imagination and exploration shapes how role play is experienced. Within a relationship assessment platform, role play is reflected in patterns of openness to imaginative scenarios and boundaries around them. The concept helps explain compatibility dynamics by separating curiosity and expression from desire intensity or real-world identity.",Partners discuss imagined scenarios as a form of playful connection; A relationship report highlights differing comfort levels with role-based imagination; Role play is used to explore novelty within established boundaries,"Fantasy, Kink & Exploration",Sensitive,Role play reflects dissatisfaction with a partner; Role play requires acting out all imagined scenarios; Role play defines a person’s real-life identity,Erotic Curiosity; Fantasy Comfort; Fantasy Boundaries; Emotional Safety,role-play; erotic-curiosity; fantasy-comfort; sexual-desire; relationship-dynamics; compatibility-dynamics; self-awareness
80,Roleplay Boundaries,Need & Preference,Roleplay Boundaries refer to the personal or shared limits that define how imagined roles or scenarios are explored within intimate or relational contexts.,"Roleplay Boundaries describe how individuals separate imagination from comfort, consent, and expectation. They are closely connected to Fantasy Boundaries and Emotional Safety, as clear limits support trust during imaginative exploration. Within a relationship assessment platform, roleplay boundaries are inferred from patterns of openness, hesitation, and clarity around acceptable scenarios. The concept helps explain compatibility dynamics by distinguishing curiosity and play from pressure or obligation.",Partners agree on which imagined scenarios feel comfortable to discuss; A relationship report highlights aligned boundaries around role-based exploration; Clear limits reduce anxiety during playful or imaginative conversations,"Fantasy, Kink & Exploration",Sensitive,Roleplay boundaries restrict intimacy or creativity; Roleplay boundaries indicate lack of openness; Roleplay boundaries mean rejection of a partner’s desires,Role Play; Fantasy Boundaries; Emotional Safety; Erotic Curiosity,roleplay-boundaries; emotional-safety; erotic-curiosity; sexual-desire; relationship-dynamics; compatibility-dynamics; self-awareness
81,Routine Comfort,Trait & Disposition,"Routine Comfort refers to the sense of emotional ease and stability that comes from predictable patterns, habits, and rhythms within a relationship.","Routine Comfort describes how familiarity and consistency contribute to emotional regulation and relational security. It is connected to Emotional Safety and Attachment Style, as repeated, reliable interactions shape expectations of stability. Within a relationship assessment platform, routine comfort is reflected in preferences for structure, predictability, and shared habits. The concept helps explain compatibility dynamics by distinguishing comfort from excitement or novelty.",Partners feel relaxed following established daily routines; A relationship report highlights differing comfort levels with routine versus spontaneity; Shared rituals create a sense of stability during stressful periods,Relationship Dynamics & Intimacy,General,Routine comfort means lack of passion; Routine comfort indicates stagnation in a relationship; Routine comfort prevents emotional growth,Emotional Safety; Attachment Style; Relationship Stability; Communication Patterns,routine-comfort; emotional-safety; relationship-patterns; attachment-patterns; compatibility-dynamics; self-awareness
82,Safe Word,Practice & Skill,A pre-agreed word or signal used to clearly pause or stop an activity.,"Safe words provide a clear, agreed-upon signal to pause or stop an activity immediately. They function as safety tools that support trust and exploration, not as signs of failure or discomfort.",Using a neutral word to stop an activity; agreeing on a signal when verbal communication isn’t possible; checking in after a safe word is used.,Consent & Boundaries,Highly Sensitive,Safe words are only for BDSM; using a safe word means failure; consent cannot be withdrawn without a safe word.,Consent; Boundaries; Kink; Communication,consent; safety; communication
83,Satisfaction Baseline,Metric & Measurement,"Satisfaction Baseline refers to a person’s typical or reference level of contentment in a relationship, against which changes or fluctuations are experienced.","Satisfaction Baseline describes an internal benchmark rather than momentary happiness or dissatisfaction. It is closely connected to Emotional Needs and Desire Fluctuation, as ongoing fulfillment shapes how changes are perceived. Within a relationship assessment platform, satisfaction baseline is inferred from long-term patterns rather than isolated events. The concept helps explain compatibility dynamics by distinguishing temporary dips from underlying relational satisfaction.",Short-term stress does not significantly alter overall relationship contentment; A relationship report shows stable satisfaction despite periodic conflict; Satisfaction returns to a familiar level after emotional repairs,Emotional & Attachment Patterns,General,Satisfaction baseline means constant happiness; Satisfaction baseline reflects relationship success or failure; Satisfaction baseline cannot change over time,Emotional Needs; Relationship Stability; Desire Fluctuation; Compatibility Dynamics,satisfaction-baseline; relationship-satisfaction; emotional-patterns; compatibility-dynamics; relationship-insights; self-awareness
84,Sexual Frequency Expectations,Expectation & Norm,Sexual Frequency Expectations refer to beliefs or assumptions about how often sexual or intimate activity should occur within a relationship.,"Sexual Frequency Expectations describe perceived norms rather than actual desire or satisfaction levels. They are closely related to Sexual Needs and Desire Fluctuation, as expectations are often shaped by comparison, habit, or unspoken assumptions. Within a relationship assessment platform, these expectations are inferred from patterns of satisfaction, pressure, or mismatch over time. The concept helps explain compatibility dynamics by separating expectation from desire, availability, or emotional connection.",One partner expects regular intimacy while the other prefers variability; A relationship report highlights tension linked to mismatched frequency expectations; Satisfaction changes when expectations shift during stressful periods,Sexual Communication & Initiation,Sensitive,Sexual frequency expectations reflect actual sexual desire; Sexual frequency expectations determine relationship health; Sexual frequency expectations should naturally align,Sexual Needs; Desire Fluctuation; Pleasure Pressure; Sexual Desire,sexual-frequency; sexual-desire; relationship-dynamics; compatibility-dynamics; pleasure-pressure; relationship-insights; self-awareness
85,Sexual Intelligence,Framework & Model,"The ability to understand, reflect on, and communicate about one’s sexual thoughts, feelings, and experiences.","Sexual intelligence involves understanding one’s own needs, boundaries, and responses while remaining attuned to others. It emphasizes curiosity, communication, and adaptability rather than performance.",Understanding personal boundaries; communicating desires clearly; adapting sexual expectations over time.,Product & Assessment,General,Sexual intelligence means sexual expertise; sexual intelligence is innate; sexual intelligence is only about technique.,Communication; Consent; Emotional Safety; Desire,self-awareness; learning; sexuality
86,Sexual Needs,Need & Preference,"Sexual Needs refer to the physical, emotional, and psychological conditions that support a person’s sense of comfort, desire, and satisfaction within intimate experiences.","Sexual Needs describe underlying requirements that shape how intimacy feels rather than specific behaviors or frequency. They are closely connected to Emotional Intimacy and Sexual Desire, as emotional connection, safety, and context influence how needs are experienced. Within a relationship assessment platform, sexual needs are inferred from patterns related to desire fluctuation, comfort, and responsiveness. The concept helps explain compatibility dynamics by separating needs from expectations, performance, or comparison.",A partner needs emotional closeness to feel sexually engaged; Sexual satisfaction increases when pacing aligns with comfort; A relationship report highlights differing sexual needs between partners,Pleasure & Sexual Wellbeing,Sensitive,Sexual needs mean constant sexual desire; Sexual needs should match perfectly between partners; Sexual needs define relationship success or failure,Sexual Desire; Emotional Intimacy; Desire Fluctuation; Touch Preferences,sexual-needs; sexual-desire; emotional-intimacy; relationship-dynamics; compatibility-dynamics; relationship-insights; self-awareness
87,Sexual Satisfaction,Metric & Measurement,Sexual Satisfaction refers to a person’s overall sense of fulfillment and contentment with their sexual or intimate experiences within a relationship.,"Sexual Satisfaction reflects how experiences align with needs, comfort, and expectations rather than frequency or performance alone. It is closely related to Sexual Needs and Emotional Intimacy, as emotional connection, safety, and communication shape satisfaction over time. Within a relationship assessment platform, sexual satisfaction is inferred from patterns of enjoyment, ease, and emotional response rather than isolated encounters. The concept helps explain compatibility dynamics by separating satisfaction from desire level or comparison to external norms.",A partner feels generally fulfilled despite natural fluctuations in desire; A relationship report highlights satisfaction driven by emotional connection rather than frequency; Satisfaction increases when communication feels aligned and unpressured,Pleasure & Sexual Wellbeing,Sensitive,Sexual satisfaction means frequent sexual activity; Sexual satisfaction reflects performance quality; Sexual satisfaction determines overall relationship success,Sexual Needs; Pleasure Needs; Emotional Intimacy; Satisfaction Baseline,sexual-satisfaction; sexual-desire; emotional-intimacy; relationship-dynamics; compatibility-dynamics; relationship-insights; self-awareness
88,Sexual Script,Expectation & Norm,Culturally or personally learned expectations about how sexual or romantic interactions are supposed to unfold.,"Sexual scripts are culturally learned narratives about how intimacy is “supposed” to unfold. Becoming aware of these scripts allows individuals and partners to question, revise, or reject them.",Believing sex should follow a specific sequence; assuming who should initiate; expecting certain outcomes from intimacy.,Sexual Communication & Initiation,General,Sexual scripts are natural instincts; everyone shares the same script; scripts cannot be changed.,Fantasy; Desire; Intimacy,expectations; culture; sexuality
89,Sexual Self-Efficacy,Trait & Disposition,"Sexual Self-Efficacy refers to a person’s confidence in understanding, expressing, and navigating their sexual needs, boundaries, and preferences.","Sexual Self-Efficacy describes perceived capability rather than experience level or performance outcomes. It is closely related to Emotional Safety and Boundary Setting, as confidence increases when communication and consent feel supported. Within a relationship assessment platform, sexual self-efficacy is inferred from patterns of initiation comfort, clarity, and responsiveness over time. The concept helps explain compatibility dynamics by separating confidence and agency from desire intensity or frequency.",A partner clearly communicates comfort levels without hesitation; Intimacy feels easier when expectations are named and understood; A relationship report highlights strong confidence around expressing needs,Pleasure & Sexual Wellbeing,Sensitive,Sexual self-efficacy means sexual expertise; Sexual self-efficacy guarantees sexual satisfaction; Low sexual self-efficacy indicates lack of desire,Boundary Setting; Initiation Comfort; Emotional Safety; Sexual Needs,sexual-self-efficacy; sexual-confidence; emotional-safety; boundaries; relationship-insights; compatibility-dynamics; self-awareness
90,Soft Survey,Product Artifact,"A lighter, shorter survey designed to introduce key topics without requiring deep personal disclosure.","The Soft Survey emphasizes ease, emotional safety, and low pressure for participants. It is often used when accessibility and comfort are priorities over exhaustive data collection.","Understanding the purpose of the Soft Survey helps set expectations — it offers orientation and insight, not comprehensive analysis.",Product & Assessment,General,"Understanding the purpose of the Soft Survey helps set expectations — it offers orientation and insight, not comprehensive analysis.",Micro Quiz; Deep Survey; Growth Report ,entry-point; lightweight; assessment
91,Spontaneous Arousal,Pattern & Dynamic,Spontaneous Arousal refers to sexual or intimate arousal that arises internally and without an obvious external trigger or prior stimulation.,"Spontaneous Arousal describes arousal that appears before interaction or context rather than in response to it. It is often discussed alongside Responsive Arousal and Sexual Desire to explain differences in how arousal timing is experienced. Within a relationship assessment platform, spontaneous arousal is identified through patterns where desire or arousal precedes emotional or physical engagement. The concept helps explain compatibility dynamics by distinguishing internal arousal patterns from relational responsiveness.",Arousal emerges without direct physical or emotional cues; Desire appears before intimacy is initiated; A relationship report highlights differences in arousal timing between partners,Desire & Arousal,Sensitive,Spontaneous arousal indicates higher sexual desire; Spontaneous arousal is the norm for everyone; Lack of spontaneous arousal means low libido,Responsive Arousal; Sexual Desire; Desire Initiation; Contextual Desire,spontaneous-arousal; sexual-desire; arousal-patterns; relationship-dynamics; compatibility-dynamics; relationship-insights; self-awareness
92,Spontaneous Desire,Pattern & Dynamic,"A pattern of desire that arises on its own, without needing external stimulation or emotional buildup.",Spontaneous desire arises seemingly without external prompting and is only one of several normal desire patterns. It should not be treated as the default or most valid form of sexual interest.,Feeling a sudden interest in sex without a specific trigger; noticing desire appear independently of touch or emotional context.,Desire & Arousal,Sensitive,Spontaneous desire is the “normal” or ideal form of desire; lack of spontaneous desire means low libido; desire should always appear this way.,Desire; Responsive Desire; Libido; Arousal,desire-patterns; sexuality; variability
93,Stress And Desire,Pattern & Dynamic,Stress and Desire refers to the relationship between psychological or emotional stress and changes in sexual or intimate desire.,"Stress and Desire describes how stress can either dampen or reshape desire depending on emotional safety, context, and regulation. It is closely related to Desire Fluctuation and Arousal Brake, as stress often narrows the conditions in which desire feels accessible. Within a relationship assessment platform, this pattern is identified through recurring links between stress levels and changes in desire or responsiveness. The concept helps explain compatibility dynamics by separating stress-driven shifts from attraction or relational commitment.",Desire decreases during prolonged work-related stress; Intimacy becomes more accessible after stress is reduced; A relationship report links high stress periods to lower desire expression,Pleasure & Sexual Wellbeing,Sensitive,Stress and desire means attraction is gone; Stress always eliminates sexual desire; Stress-related desire changes indicate relationship failure,Desire Fluctuation; Arousal Brake; Emotional Safety; Sexual Desire,stress-and-desire; sexual-desire; arousal-patterns; emotional-safety; relationship-dynamics; compatibility-dynamics; self-awareness
94,Taboo Curiosity,Trait & Disposition,"Taboo Curiosity refers to interest in ideas, themes, or scenarios that feel culturally, socially, or personally restricted within intimate or sexual contexts","Taboo Curiosity describes curiosity about boundaries rather than intent to act on them. It is closely related to Erotic Curiosity and Fantasy Comfort, as feelings of safety and nonjudgment shape how curiosity is experienced. Within a relationship assessment platform, taboo curiosity is inferred from patterns of interest, hesitation, or intrigue around sensitive topics. The concept helps explain compatibility dynamics by separating curiosity, imagination, and values from behavior or consent.",A partner feels intrigued by culturally restricted themes without wanting real-world enactment; A relationship report highlights differing comfort levels with taboo topics; Curiosity increases when discussions feel emotionally safe and nonjudgmental,"Fantasy, Kink & Exploration",Sensitive,Taboo curiosity means wanting to act on taboo ideas; Taboo curiosity reflects moral values or character; Taboo curiosity indicates dissatisfaction with a partner,Erotic Curiosity; Fantasy Comfort; Fantasy Boundaries; Emotional Safety,taboo-curiosity; erotic-curiosity; fantasy-comfort; emotional-safety; sexual-desire; relationship-dynamics; self-awareness
95,Touch Preferences,Need & Preference,"Touch Preferences refer to the ways individuals vary in their comfort with, desire for, and interpretation of physical touch within a relationship.","Touch Preferences describe how physical contact functions as communication rather than as a fixed indicator of intimacy. They are closely connected to Emotional Intimacy and Affection Gap, as differences often arise between intended and perceived meaning of touch. Within a relationship assessment platform, touch preferences are inferred from patterns of comfort, frequency, and context rather than isolated behaviors. The concept helps explain compatibility dynamics by separating physical expression from emotional closeness or sexual desire.",One partner prefers frequent casual touch while the other prefers occasional intentional contact; A relationship report highlights mismatched comfort with public versus private touch; Physical closeness feels reassuring in some contexts but overwhelming in others,Sexual Communication & Initiation,General,Touch preferences reflect level of attraction; Touch preferences indicate emotional availability; Touch preferences should be identical between partners,Affection Gap; Emotional Intimacy; Boundary Setting; Attachment Style,touch-preferences; physical-affection; emotional-intimacy; boundaries; relationship-insights; compatibility-dynamics; self-awareness
96,Turn-Off Cues,Signal & Cue,"Turn Off Cues refer to emotional, relational, or situational signals that reduce interest, comfort, or arousal within intimate interactions.","Turn Off Cues describe how certain behaviors or conditions decrease desire or engagement in specific moments. They are closely related to Arousal Brake and Emotional Safety, as feelings of pressure, disconnection, or stress can activate disengagement. Within a relationship assessment platform, turn off cues are identified through recurring contexts where intimacy reliably diminishes. The concept helps explain compatibility dynamics by separating moment-based inhibition from overall attraction or desire.",Desire decreases when conversations feel rushed or dismissive; Emotional tension consistently reduces interest in physical closeness; A relationship report highlights stress-related cues that interrupt arousal,Sexual Communication & Initiation,Sensitive,Turn off cues mean lack of attraction; Turn off cues indicate relationship failure; Turn off cues are permanent traits,Arousal Brake; Desire Inhibition; Emotional Safety; Arousal Accelerator,turn-off-cues; sexual-desire; arousal-patterns; emotional-safety; relationship-dynamics; compatibility-dynamics; self-awareness
97,Turn-On Cues,Signal & Cue,"Turn On Cues refer to emotional, relational, or situational signals that increase interest, comfort, or arousal within intimate interactions.","Turn On Cues describe conditions or behaviors that support engagement and desire in specific moments. They are closely connected to Arousal Accelerator and Emotional Intimacy, as feelings of connection, safety, or appreciation often enhance responsiveness. Within a relationship assessment platform, turn on cues are identified through recurring patterns where intimacy reliably becomes more accessible. The concept helps explain compatibility dynamics by distinguishing situational activation from baseline attraction or desire.",Desire increases after emotionally affirming conversations; Feeling relaxed and understood enhances openness to intimacy; A relationship report highlights specific cues that consistently support arousal,Sexual Communication & Initiation,Sensitive,Turn on cues guarantee readiness for intimacy; Turn on cues reflect overall sexual compatibility; Absence of turn on cues means lack of attraction,Arousal Accelerator; Desire Trigger; Emotional Intimacy; Arousal Brake,turn-on-cues; sexual-desire; arousal-patterns; emotional-intimacy; relationship-dynamics; compatibility-dynamics; self-awareness
98,Validation Need,Trait & Disposition,"Validation Need refers to the degree to which a person relies on acknowledgment, reassurance, or emotional confirmation from others to feel understood and secure in a relationship.","Validation Need describes how emotional reassurance functions within ongoing relationship dynamics rather than as a fixed personality trait. It is closely connected to Emotional Intimacy and Attachment Style, as patterns of closeness and responsiveness shape how much validation feels necessary. Within a relationship assessment platform, validation need is inferred from communication patterns in relationships, such as reassurance-seeking or sensitivity to feedback. Understanding this pattern supports personalized relationship insights by clarifying how emotional needs are expressed and received.",A partner frequently seeks verbal reassurance after minor disagreements; A relationship report highlights differing validation needs between partners; Communication insights show increased validation-seeking during periods of stress,Emotional & Attachment Patterns,General,Validation need means emotional dependence; Validation need indicates insecurity or weakness; Validation need must always be reduced,Emotional Intimacy; Attachment Style; Rejection Sensitivity; Communication Patterns,validation-need; emotional-needs; attachment-patterns; emotional-intimacy; relationship-insights; self-awareness
99,Validity,Metric & Measurement,The degree to which an assessment measures what it is intended to measure.,"Validity refers to how well a measure captures what it intends to assess. A valid result is meaningful and relevant, not just precise or consistent.",Survey questions accurately reflecting communication patterns; results aligning with real-world experiences over time.,"Data, Privacy & Measurement",General,Valid results are perfectly precise; validity means results never change; validity and reliability are the same.,Reliability; Bias,measurement; accuracy; research
100,Vulnerability Tolerance,Trait & Disposition,"Vulnerability Tolerance refers to the capacity to remain emotionally present and regulated when sharing or receiving personal thoughts, feelings, or uncertainties within a relationship.","Vulnerability Tolerance describes how comfortable emotional openness feels during moments of uncertainty, disclosure, or emotional risk. It is closely related to Emotional Intimacy and Emotional Safety, as repeated interactions shape whether vulnerability is experienced as connecting or threatening. Within a relationship assessment platform, this pattern is inferred from communication patterns in relationships, such as responses to disclosure or emotional repair. Understanding vulnerability tolerance supports self-awareness in relationships by clarifying how openness and emotional regulation interact over time.",A partner shares fears without withdrawing or becoming defensive; Emotional disclosures are met with steady engagement rather than avoidance; A relationship insight highlights low tolerance during high-stress conversations,Emotional & Attachment Patterns,General,Vulnerability tolerance means sharing everything immediately; Low vulnerability tolerance equals emotional unavailability; Vulnerability tolerance reflects moral or emotional strength,Emotional Safety; Emotional Intimacy; Attachment Style; Emotional Regulation,vulnerability; emotional-intimacy; emotional-safety; attachment-patterns; communication-patterns; relationship-insights; self-awareness
